dataset,model,scenario,region,variable,unit,year,occurrences,duplicate_values
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.0450504716993]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 293.659182547505]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 56.4327254717625]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 5151.11996153575]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 157.32122336554]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1939.10856774592]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[18.4757104558546, 792.862375370402]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[633.500991594069, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 95.2822519875792]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 20.9943945057378]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.968972054110975]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 272.281147205184]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 52.3244909219927]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4776.12462294309]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 142.055458295186]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1797.94379593715]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[14.6794622568715, 735.142947919762]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKJ4,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[503.334035138498, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 129.214048728862]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 28.4708920928002]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.31404117351385]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 369.245569757393]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 70.9582233697483]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 6476.99216685745]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 223.155301000872]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 2438.22529814118]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[22.6630294492052, 996.941137658738]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK1,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[777.077106880488, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 68.8445969446403]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 15.1691484793275]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.700114545199732]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 196.732187201124]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 37.8061854407855]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3450.90893387734]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 137.332667017232]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1299.07420719385]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[10.9118289940617, 531.165236867283]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK2,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[374.14823664616, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 29.2275874746818]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 6.43997690120109]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.297229703132358]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 83.5215465801926]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 16.0504039691473]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 1465.06403128725]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 72.2835776715284]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 551.514667990475]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[4.72146446858438, 225.503221938134]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[161.891063933433, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 61.4913159544914]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 13.5489340238709]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.625335416486353]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 175.719252032665]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 33.768112490263]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3082.31787243761]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 141.87947880467]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1160.32028754737]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[8.48909773139421, 474.431558231254]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKK4,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[291.076862425771, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 101.654011835727]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 22.398341590923]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.03376961188875]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 290.48926094074]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 55.8235590419928]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 5095.51588907509]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 279.046340183357]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1918.17674435311]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[16.1006707534757, 784.303775046467]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL1,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[552.064880645734, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 60.1997563040809]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 13.26435308395]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.612200911566924]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 172.028456150305]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 33.0588492246139]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3017.57706583777]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 168.791429721031]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1135.94899476095]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[10.0152276606336, 464.466628257299]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKL2,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[343.405287131529, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 25.6056916319104]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 5.64193205448874]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.260396864053326]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 73.1715187989848]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 14.0614306588796]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 1283.51263472023]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 142.437913347858]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 483.170721198682]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[7.45896002915758, 197.558760809524]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM5,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[255.755175749385, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 24.369420197727]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 5.36953326390595]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.247824612180274]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 69.6387160226572]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 13.3825290577348]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 1221.54320899534]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 719.799466972218]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 459.842698310702]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[4.09193587277317, 188.020402850971]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM6,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[140.30558874231, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 102.930662304234]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 22.6796374568651]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.04675249800916]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 294.137451940574]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 56.5246348924946]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 5159.50935701202]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 320.6084645371]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1942.26670593096]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[16.5775863563631, 794.153674364583]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM7,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[568.417513366283, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 79.5371205373011]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 17.5251282539816]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.808852073260689]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 227.287432586253]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 43.6780119560772]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3986.88309639991]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 111.743377295176]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1500.83850280309]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[12.0182731927603, 613.662587114997]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM8,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[412.086344557834, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 49.015850924507]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 10.8001027460778]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.498466280588207]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 140.069024845286]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 26.9171791517631]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 2456.97186655037]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 316.387938689798]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 924.912491402761]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[8.60355747608713, 378.178059310929]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKM9,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[295.001494278702, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 97.1145283219662]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 21.3981164099247]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.987605372765758]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 277.517109747178]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 53.3306901293509]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4867.9694307027]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 293.620163306092]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1832.51822925641]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[14.5936174483518, 749.279736227835]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKN0,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[500.390561248798, 0.0]"
